"Componenet","Tool","Image","CVE","Severity","Package","Affected Version","Fix Version","Summary"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-8583","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-11215","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-12433","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-12441","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-55131","High","node","20.19.3","20.20.0,22.22.0,24.13.0,25.3.0","A high vulnerability in binary package: node, version 20.19.3 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /usr/local/bin/node"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-68471","Medium","avahi-libs","0.8-r20","","A medium vulnerability in apk package: avahi-libs, version 0.8-r20 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-48074","Medium","openexr-libiex","3.3.2-r0","","A medium vulnerability in apk package: openexr-libiex, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-48074","Medium","openexr-libilmthread","3.3.2-r0","","A medium vulnerability in apk package: openexr-libilmthread, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-48074","Medium","openexr-libopenexr","3.3.2-r0","","A medium vulnerability in apk package: openexr-libopenexr, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-48074","Medium","openexr-libopenexrcore","3.3.2-r0","","A medium vulnerability in apk package: openexr-libopenexrcore, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2026-0628","High","chromium","138.0.7204.93-r0","","A high vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-59730","Medium","ffmpeg-libavcodec","6.1.2-r4","","A medium vulnerability in apk package: ffmpeg-libavcodec, version 6.1.2-r4 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-59730","Medium","ffmpeg-libavformat","6.1.2-r4","","A medium vulnerability in apk package: ffmpeg-libavformat, version 6.1.2-r4 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-59730","Medium","ffmpeg-libavutil","6.1.2-r4","","A medium vulnerability in apk package: ffmpeg-libavutil, version 6.1.2-r4 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-59730","Medium","ffmpeg-libswresample","6.1.2-r4","","A medium vulnerability in apk package: ffmpeg-libswresample, version 6.1.2-r4 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-48071","High","openexr-libiex","3.3.2-r0","","A high vulnerability in apk package: openexr-libiex, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-48071","High","openexr-libilmthread","3.3.2-r0","","A high vulnerability in apk package: openexr-libilmthread, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-48071","High","openexr-libopenexr","3.3.2-r0","","A high vulnerability in apk package: openexr-libopenexr, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-48071","High","openexr-libopenexrcore","3.3.2-r0","","A high vulnerability in apk package: openexr-libopenexrcore, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-14373","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-52496","High","mbedtls","3.6.3.1-r0","3.6.4-r0","A high vulnerability in apk package: mbedtls, version 3.6.3.1-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-9232","Medium","libcrypto3","3.5.0-r0","3.5.4-r0","A medium vulnerability in apk package: libcrypto3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-9232","Medium","libssl3","3.5.0-r0","3.5.4-r0","A medium vulnerability in apk package: libssl3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-11219","Low","chromium","138.0.7204.93-r0","","A low vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-64182","High","openexr-libiex","3.3.2-r0","","A high vulnerability in apk package: openexr-libiex, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-64182","High","openexr-libilmthread","3.3.2-r0","","A high vulnerability in apk package: openexr-libilmthread, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-64182","High","openexr-libopenexr","3.3.2-r0","","A high vulnerability in apk package: openexr-libopenexr, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-64182","High","openexr-libopenexrcore","3.3.2-r0","","A high vulnerability in apk package: openexr-libopenexrcore, version 3.3.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-61915","Medium","cups-libs","2.4.11-r0","2.4.16-r0","A medium vulnerability in apk package: cups-libs, version 2.4.11-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2026-0901","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2026-0904","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-12443","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2026-21637","Medium","node","20.19.3","20.20.0,22.22.0,24.13.0,25.3.0","A medium vulnerability in binary package: node, version 20.19.3 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /usr/local/bin/node"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-11216","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-49087","Low","mbedtls","3.6.3.1-r0","3.6.4-r0","A low vulnerability in apk package: mbedtls, version 3.6.3.1-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2026-22695","High","libpng","1.6.47-r0","1.6.54-r0","A high vulnerability in apk package: libpng, version 1.6.47-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-59529","Medium","avahi-libs","0.8-r20","","A medium vulnerability in apk package: avahi-libs, version 0.8-r20 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-12436","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-68160","Medium","libcrypto3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libcrypto3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-68160","Medium","libssl3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libssl3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-69421","Low","libcrypto3","3.5.0-r0","3.5.5-r0","A low vulnerability in apk package: libcrypto3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-69421","Low","libssl3","3.5.0-r0","3.5.5-r0","A low vulnerability in apk package: libssl3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-13992","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-12431","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-12445","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-59466","Medium","node","20.19.3","20.20.0,22.22.0,24.13.0,25.3.0","A medium vulnerability in binary package: node, version 20.19.3 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /usr/local/bin/node"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-54764","Medium","mbedtls","3.6.3.1-r0","3.6.5-r0","A medium vulnerability in apk package: mbedtls, version 3.6.3.1-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-12911","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-8177","High","tiff","4.7.0-r0","","A high vulnerability in apk package: tiff, version 4.7.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-4575","Medium","libcrypto3","3.5.0-r0","3.5.1-r0","A medium vulnerability in apk package: libcrypto3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-4575","Medium","libssl3","3.5.0-r0","3.5.1-r0","A medium vulnerability in apk package: libssl3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2026-0903","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2026-22801","High","libpng","1.6.47-r0","1.6.54-r0","A high vulnerability in apk package: libpng, version 1.6.47-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-8114","Medium","libssh","0.11.2-r0","","A medium vulnerability in apk package: libssh, version 0.11.2-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-11187","Medium","libcrypto3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libcrypto3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-11187","Medium","libssl3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libssl3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-15468","Medium","libcrypto3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libcrypto3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-15468","Medium","libssl3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libssl3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-66199","Medium","libcrypto3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libcrypto3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-66199","Medium","libssl3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libssl3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-69277","Medium","libsodium","1.0.20-r0","1.0.20-r1","A medium vulnerability in apk package: libsodium, version 1.0.20-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-8176","High","tiff","4.7.0-r0","","A high vulnerability in apk package: tiff, version 4.7.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-46394","Low","busybox","1.37.0-r18","1.37.0-r20","A low vulnerability in apk package: busybox, version 1.37.0-r18 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-46394","Low","busybox-binsh","1.37.0-r18","1.37.0-r20","A low vulnerability in apk package: busybox-binsh, version 1.37.0-r18 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-46394","Low","ssl_client","1.37.0-r18","1.37.0-r20","A low vulnerability in apk package: ssl_client, version 1.37.0-r18 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-58436","Medium","cups-libs","2.4.11-r0","2.4.16-r0","A medium vulnerability in apk package: cups-libs, version 2.4.11-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","GHSA-mh29-5h37-fv8m","Medium","js-yaml","4.1.0","4.1.1","A medium vulnerability in npm package: js-yaml, version 4.1.0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /usr/src/app/node_modules/js-yaml/package.json"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-9231","Medium","libcrypto3","3.5.0-r0","3.5.4-r0","A medium vulnerability in apk package: libcrypto3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-9231","Medium","libssl3","3.5.0-r0","3.5.4-r0","A medium vulnerability in apk package: libssl3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-64505","Medium","libpng","1.6.47-r0","1.6.51-r0","A medium vulnerability in apk package: libpng, version 1.6.47-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-64506","Medium","libpng","1.6.47-r0","1.6.51-r0","A medium vulnerability in apk package: libpng, version 1.6.47-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-11210","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","GHSA-fjgf-rc76-4x9p","High","multer","2.0.1","2.0.2","A high vulnerability in npm package: multer, version 2.0.1 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /usr/src/app/node_modules/multer/package.json"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2024-13978","Low","tiff","4.7.0-r0","","A low vulnerability in apk package: tiff, version 4.7.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-8961","Low","tiff","4.7.0-r0","4.7.1-r0","A low vulnerability in apk package: tiff, version 4.7.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-12905","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2023-6228","Medium","tiff","4.7.0-r0","","A medium vulnerability in apk package: tiff, version 4.7.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-69418","Medium","libcrypto3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libcrypto3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-69418","Medium","libssl3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libssl3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2024-58251","Low","busybox","1.37.0-r18","1.37.0-r20","A low vulnerability in apk package: busybox, version 1.37.0-r18 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2024-58251","Low","busybox-binsh","1.37.0-r18","1.37.0-r20","A low vulnerability in apk package: busybox-binsh, version 1.37.0-r18 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2024-58251","Low","ssl_client","1.37.0-r18","1.37.0-r20","A low vulnerability in apk package: ssl_client, version 1.37.0-r18 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-68276","Medium","avahi-libs","0.8-r20","","A medium vulnerability in apk package: avahi-libs, version 0.8-r20 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-9165","Low","tiff","4.7.0-r0","4.7.1-r0","A low vulnerability in apk package: tiff, version 4.7.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-15469","Medium","libcrypto3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libcrypto3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-15469","Medium","libssl3","3.5.0-r0","3.5.5-r0","A medium vulnerability in apk package: libssl3, version 3.5.0-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-6170","Low","libxml2","2.13.8-r0","2.13.9-r0","A low vulnerability in apk package: libxml2, version 2.13.8-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-12910","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-49600","Medium","mbedtls","3.6.3.1-r0","3.6.4-r0","A medium vulnerability in apk package: mbedtls, version 3.6.3.1-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-55130","High","node","20.19.3","20.20.0,22.22.0,24.13.0,25.3.0","A high vulnerability in binary package: node, version 20.19.3 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /usr/local/bin/node"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","GHSA-76c9-3jph-rj3q","Low","on-headers","1.0.2","1.1.0","A low vulnerability in npm package: on-headers, version 1.0.2 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /usr/src/app/node_modules/on-headers/package.json"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-12439","Medium","chromium","138.0.7204.93-r0","","A medium vulnerability in apk package: chromium, version 138.0.7204.93-r0 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /lib/apk/db/installed"
"qubership-monitoring-operator","grype","docker.io/grafana/grafana-image-renderer:3.12.9","CVE-2025-55132","Low","node","20.19.3","20.20.0,22.22.0,24.13.0,25.3.0","A low vulnerability in binary package: node, version 20.19.3 was found in image docker.io/grafana/grafana-image-renderer:3.12.9 at: /usr/local/bin/node"
